,Nairobi,Central,Eastern,Rift Valley,Nyanza,Western,North Eastern,Coast
Population,0.105,0.131,0.149,0.246,0.131,0.102,0.048,0.087
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
