district,isocode,trust_relatives,trust_neighbors,intra_group_trust,inter_group_trust,trust_local_council,export_area,export_pop,exports
UMZIMKULU,ZAF,2.75,2.25,2.0,2.0,2.0,0.021222841,0.00015766950000000002,0.31533884999999995
UMZIMVUBU,ZAF,2.2,2.2,2.0,1.6,1.736842105263158,0.027589693299999996,0.00020497035000000002,0.4099405049999999
UMZUMBE,ZAF,2.75,1.5,2.75,0.25,0.875,0.0,0.0,0.0
VHEMBE,ZAF,2.1666666666666665,1.6666666666666667,1.2941176470588236,1.1176470588235294,1.3142857142857143,0.0,0.0,0.0
VULAMEHLO,ZAF,2.0,2.0,2.25,1.5,1.75,0.0,0.0,0.0
WEILLERS FARM,ZAF,1.75,1.25,1.75,0.75,1.75,0.0,0.0,0.0
WEST COAST,ZAF,3.0,0.0,0.0,,3.0,0.042445682,0.00031533900000000004,0.6306776999999999
WESTONARIA,ZAF,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.5,1.3333333333333333,0.0,0.0,0.0
WINDERMERE,ZAF,1.0,1.5,2.0,2.0,1.0,0.0,0.0,0.0
WYNBERG,ZAF,2.0,3.0,,,0.0,,,
ZEBEDELIA,ZAF,2.0,1.75,1.0,1.0,2.3333333333333335,0.0,0.0,0.0
ZEERUST,ZAF,2.0,1.0,2.0,2.0,2.0,0.0,,0.0
Chama,ZMB,2.7083333333333335,2.125,2.25,1.625,2.130434782608696,0.27227990524999995,0.06187288550000001,8.53695924425
Chilubi,ZMB,2.5,1.5,1.5,0.875,1.125,0.040832163874999994,0.014786376857142859,2.1077519242499996
Chimbombo,ZMB,1.875,1.3125,1.1041666666666667,0.8297872340425532,1.3333333333333333,0.1315017509583334,0.020016602229166677,4.878893245416669
Chingola,ZMB,2.125,0.8333333333333334,1.4166666666666667,1.0,0.7916666666666666,0.04983830295833333,0.023092396954545454,2.609635001333334
Chinsali,ZMB,2.125,1.25,1.2083333333333333,1.1666666666666667,1.619047619047619,0.054598432652173914,0.023542033227272722,2.485100617826088
Chipata,ZMB,2.232142857142857,1.6727272727272726,1.6964285714285714,1.4285714285714286,1.528301886792453,0.0889483504821428,0.014403820392857147,5.378853366160713
Choma,ZMB,2.1875,1.46875,1.5625,1.15625,1.15625,0.006897847968750001,0.0029626529062499996,0.4105191553124997
Chongwe,ZMB,2.0,1.3333333333333333,1.5833333333333333,1.2083333333333333,1.2608695652173914,0.02143236733333333,0.005408230318181819,1.3763232108749996
Gwembe,ZMB,1.125,0.75,1.125,0.625,0.875,0.00275293125,0.00150572475,0.1957442385
Isoka,ZMB,2.3125,1.375,1.1875,1.0,1.5714285714285714,0.09826159331250003,0.024160974,3.5281850263750005
Itezhi - Tezhi,ZMB,2.375,1.5,1.125,1.0,0.5,0.0049431615,0.0027344102499999995,0.218883249875
Kabompo,ZMB,2.375,2.375,2.375,2.375,2.4285714285714284,0.015200690375000003,0.036181859499999997,0.963650513375
Kafue,ZMB,2.0833333333333335,1.2083333333333333,1.4166666666666667,1.2083333333333333,0.8260869565217391,0.17075362270833336,0.01851436769565217,5.350878806708334
Kalabo,ZMB,2.75,2.125,1.7916666666666667,1.2916666666666667,1.608695652173913,0.0015768925833333336,0.0,0.11470600966666666
Kalomo,ZMB,2.2916666666666665,1.5833333333333333,1.5416666666666667,1.1666666666666667,0.8333333333333334,0.0036705749999999993,0.0020076330000000013,0.26099231799999983
Kaoma,ZMB,2.625,1.9583333333333333,1.625,1.2608695652173914,1.7391304347826086,0.003942231458333334,0.0,0.28676502416666666
Kapiri Mposhi,ZMB,2.03125,1.3125,1.4375,0.90625,1.0714285714285714,0.046446199718749984,0.013961220437500001,2.159383424375
Kasama,ZMB,1.75,1.875,1.5625,1.5,1.5625,0.0745916554375,0.02399691925,3.4661393109375007
Kasempa,ZMB,1.875,1.625,1.875,0.875,1.5,0.021321252625000002,0.047238662833333334,1.7838637272500002
Katete,ZMB,2.5833333333333335,2.0833333333333335,1.9166666666666667,1.5,1.4782608695652173,0.09217956029166664,0.011497109041666669,7.266980920749997
Kawambwa,ZMB,1.9166666666666667,1.6666666666666667,1.7083333333333333,1.625,1.4210526315789473,0.04918535662499999,0.016853041826086955,2.482391980416667
Kazungula,ZMB,2.375,1.1875,1.1875,0.875,0.875,0.0029823421875000006,0.0016312018125000005,0.212056258375
Kitwe,ZMB,2.0875,1.4375,1.425,1.275,0.8333333333333334,0.05574420071249997,0.01928424931944444,2.582506927637501
Livingstone,ZMB,1.875,1.375,1.125,1.125,1.2857142857142858,0.017706474,0.0060022095,0.85905616525
Luanshya,ZMB,2.0,1.625,1.875,1.0,0.7142857142857143,0.020201472,0.0123549296,0.8815708876249999
Lufwanyama,ZMB,2.3333333333333335,1.7916666666666667,1.7916666666666667,1.4782608695652173,1.0833333333333333,0.04258448545833333,0.01902523720833333,2.3840873549166672
Lukulu,ZMB,2.875,2.625,2.125,1.375,1.75,0.009461355500000001,0.0,0.688236058
Lusaka,ZMB,2.0390625,1.4453125,1.4609375,1.330708661417323,0.9834710743801653,0.08826156209374991,0.01825363663934426,3.3129102220234308
Mambwe,ZMB,2.0,1.75,2.0,1.375,2.625,0.06029779,0.007940141000000001,4.673166805749999
Mansa,ZMB,2.0,1.9166666666666667,1.75,1.7083333333333333,1.0909090909090908,0.06837051416666669,0.022562179624999998,2.919528099458334
Mazabuka,ZMB,1.3125,1.0,1.1875,0.875,1.1875,0.003670575000000001,0.002007633000000001,0.260992318
Mbala,ZMB,2.0,1.3125,1.28125,1.0,1.3125,0.08279363484374999,0.02351931390625002,3.3361462720000024
Milenge,ZMB,1.75,1.875,1.625,1.625,1.4285714285714286,0.10857526499999999,0.028007939375,3.817689239
Mongu,ZMB,2.125,1.375,1.75,1.125,1.0,0.0,0.0,0.0
Monze,ZMB,1.875,1.375,1.5625,0.375,1.0,0.003441164062500001,0.0018821559375000007,0.244680298125
Mpika,ZMB,2.025,1.25,1.25,0.9743589743589743,1.4054054054054055,0.05217155977500001,0.019036856000000008,2.537746226600002
Mpongwe,ZMB,2.5,1.4375,2.0,1.4375,1.5625,0.04457255412499999,0.019576633133333333,2.2986569680624998
Mporokoso,ZMB,2.0,1.5,1.5,1.375,0.8571428571428571,0.08461117899999998,0.027422974874999995,3.682139187625
Mpulungu,ZMB,2.5,1.5,1.625,1.375,1.875,0.09573740262499998,0.026209244714285714,3.2285207055
Mufulira,ZMB,1.6875,1.625,1.5,1.0,0.4666666666666667,0.06430275268749999,0.02621630153333333,3.0141972597499995
Mufumbwe,ZMB,1.5,1.625,1.625,2.0,1.0,0.08952862962500004,0.07491480357142856,3.816748097249999
Mumbwa,ZMB,2.3125,1.5625,1.3125,1.0625,1.0714285714285714,0.08147903326666665,0.018730541133333337,2.3612523238666667
Mungwi,ZMB,2.0,1.125,1.25,0.875,0.3333333333333333,0.043252661875,0.015411999625,2.132783300875
Mwense,ZMB,1.875,1.5,1.5416666666666667,1.5416666666666667,1.1666666666666667,0.05361603924999999,0.016881020666666666,2.8126643451250004
Namwala,ZMB,2.0,1.5,1.75,1.25,1.125,0.000458821875,0.000250954125,0.03262403975
Nchelenge,ZMB,2.375,0.875,2.0,1.5,1.375,0.057244142624999994,0.026556486625,3.0160768326249996
Ndola,ZMB,2.5,2.125,2.25,1.375,1.7142857142857142,0.164855002875,0.046994444625,5.12850791075
Nyimba,ZMB,2.875,2.25,2.0,1.75,1.875,0.046330094375,0.006354206624999999,3.4777536474999997
Petauke,ZMB,2.525,2.05,1.975,1.775,1.9736842105263157,0.03403811349999997,0.005289676749999997,2.4344816100749993
Samfya,ZMB,2.125,1.875,1.75,1.75,1.125,0.04625166962499999,0.015442044375,2.2945573223749998
Senanga,ZMB,2.46875,1.6875,1.625,1.0625,1.2,0.0011826694375000001,0.0,0.08602950725
Serenje,ZMB,1.75,1.3125,1.375,1.0,1.2,0.2678657506875,0.0322673605,8.370261059875
Sinazongwe,ZMB,2.0,1.375,1.125,1.125,0.875,0.0036705749999999997,0.002007633,0.260992318
Solwezi,ZMB,2.05,1.475,1.85,1.4,0.8857142857142857,0.026709191850000015,0.06076799291304349,1.9915466794749999
Zambezi,ZMB,2.3125,1.875,2.125,1.9375,1.625,0.023437909562499994,0.0171720185,1.5666703359374994
BIKITA,ZWE,,,,,1.3125,0.0,,0.0
BUBI,ZWE,,,,,1.0666666666666667,0.0,0.0,0.0
BULAWAYO,ZWE,,,,,1.2131147540983607,0.00028409455737704917,0.0,0.01813584662295082
BULILIMAMANGWE NORTH,ZWE,,,,,1.2,0.004793038090909093,8.3651375e-05,0.3064598541454547
CENTENARY,ZWE,,,,,1.2903225806451613,0.0,,0.0
CHIMANIMANI,ZWE,,,,,1.4166666666666667,0.0,,0.0
CHITUNGWIZA,ZWE,,,,,0.6875,0.0,,0.0
GOKWE NORTH,ZWE,,,,,0.9333333333333333,0.0011011725,0.0018068697000000002,0.0782976954
GOKWE SOUTH,ZWE,,,,,1.2432432432432432,0.0,0.0,0.0
GOROMONZI,ZWE,,,,,1.1071428571428572,0.0,0.0,0.0
GUTU,ZWE,,,,,1.675,0.0,,0.0
HARARE,ZWE,,,,,0.8220338983050848,0.0,0.0,0.0
HARARE RURAL,ZWE,,,,,1.0,0.0,0.0,0.0
HURUNGWE,ZWE,,,,,1.368421052631579,0.0,,0.0
HWANGE,ZWE,,,,,0.5714285714285714,0.0,0.0,0.0
KADOMA RURAL,ZWE,,,,,1.2083333333333333,0.0,,0.0
KADOMA URBAN,ZWE,,,,,1.0,0.0,0.0,0.0
KWEKWE RURAL,ZWE,,,,,1.032258064516129,0.0,0.0,0.0
KWEKWE URBAN,ZWE,,,,,0.8125,0.0,,0.0
MAKONDE,ZWE,,,,,1.5,0.0,,0.0
MAKONI,ZWE,,,,,1.2391304347826086,0.0,,0.0
MASVINGO RURAL,ZWE,,,,,1.6,0.0,,0.0
MASVINGO URBAN,ZWE,,,,,0.625,0.0,,0.0
MAZOWE,ZWE,,,,,1.0,0.0,,0.0
MUDZI,ZWE,,,,,1.425,0.0,,0.0
MUTARE RURAL,ZWE,,,,,1.6097560975609757,0.0,,0.0
MUTARE URBAN,ZWE,,,,,0.8181818181818182,0.0,,0.0
NKAYI,ZWE,,,,,0.625,0.0,0.0,0.0
