district,isocode,trust_relatives,trust_neighbors,intra_group_trust,inter_group_trust,trust_local_council,export_area,export_pop,exports
Uyui,TZA,2.533333333333333,2.4,2.3333333333333335,2.1333333333333333,2.4615384615384617,0.574395621,0.083692286,40.065967685333334
Adjumani,UGA,2.347826086956522,2.130434782608696,2.0434782608695654,1.6956521739130435,2.0434782608695654,0.0016666252173913043,2.3640608695652175e-05,0.018912483826086953
Apac,UGA,2.5,2.3125,2.3625,1.9610389610389611,2.35,0.03689491574999996,0.0005233439749999996,0.41867511069999974
Arua,UGA,2.347457627118644,2.094017094017094,2.1092436974789917,1.646551724137931,1.8898305084745763,0.0017068841176470589,2.5770252100840338e-05,0.019738911840336132
Bugiri,UGA,2.0,1.358974358974359,1.4871794871794872,1.1538461538461537,2.2432432432432434,0.03839141761538461,0.0009535829736842102,0.4171081262820511
Bushenyi,UGA,2.3055555555555554,1.9305555555555556,1.7083333333333333,1.2083333333333333,2.4788732394366195,0.0035011151666666665,0.00031415740277777773,0.04712361097222222
Gulu,UGA,1.9,1.65,1.8875,1.1898734177215189,1.7625,0.036558977374999954,0.0005208971749999996,0.41541270746249975
Hoima,UGA,2.259259259259259,1.9642857142857142,1.8888888888888888,1.5555555555555556,2.357142857142857,0.0035432971071428575,0.0001555926785714286,0.15559267996428572
Iganga,UGA,2.2083333333333335,1.4861111111111112,1.5972222222222223,0.9583333333333334,2.236111111111111,0.014889224500000013,0.00048107904225352076,0.2898621977222224
Jinja,UGA,1.9285714285714286,1.5,1.5714285714285714,1.0363636363636364,2.2142857142857144,0.023780629892857143,0.0010740557999999996,0.5344867509285718
Kabale,UGA,2.2708333333333335,1.8125,1.5208333333333333,1.1041666666666667,2.282608695652174,0.004133846625000001,0.00018152479166666668,0.18152479329166668
Kabarole,UGA,2.0,1.8,1.75,1.75,2.075,0.1760731225499999,0.015499472874999998,2.518911923400002
Kaberamaido,UGA,1.8125,1.6875,1.8125,1.375,1.8125,0.00239577375,3.3983375e-05,0.027186695499999997
Kampala,UGA,1.7697841726618706,1.1654676258992807,1.2753623188405796,1.0433212996389891,1.8836363636363636,0.07121714602877681,0.0032216904044117547,2.5490515229352573
Kamuli,UGA,2.1666666666666665,1.5625,1.5416666666666667,0.8043478260869565,2.3333333333333335,0.012569457479166678,0.0004184713829787232,0.25025769322916663
Kamwenge,UGA,2.6875,2.4375,2.0625,1.75,2.125,0.0062007699375000004,0.0002722871875,0.2722871899375
Kanungu,UGA,1.9375,1.625,1.6875,1.125,2.1875,0.0,0.0,0.0
Kasese,UGA,2.2083333333333335,2.1458333333333335,2.3125,1.8125,2.2708333333333335,0.0315100365,0.0028274166249999994,0.42411249875
Katakwi,UGA,2.3666666666666667,2.3666666666666667,2.5,1.5,1.5862068965517242,0.0016596563333333332,2.9724133333333332e-05,0.020299399899999997
Kayunga,UGA,2.142857142857143,2.0,1.6428571428571428,1.2857142857142858,2.7142857142857144,0.05369805592857144,0.002479701153846154,2.240438544142857
Kibaale,UGA,2.2333333333333334,1.7333333333333334,2.066666666666667,1.8333333333333333,1.7,0.06364150953333333,0.002952785333333334,0.9083455781666667
Kiboga,UGA,2.25,1.7083333333333333,1.5416666666666667,1.1666666666666667,2.2083333333333335,0.07977900491666669,0.0033851159166666672,3.302747182291666
Kisoro,UGA,2.625,2.0,2.03125,1.125,2.5483870967741935,0.0,0.0,0.0
Kumi,UGA,2.25,2.425,2.4,1.4,2.075,0.0009583095,1.3593350000000001e-05,0.010874678199999998
Kyenjojo,UGA,2.0,1.9285714285714286,2.0714285714285716,1.8035714285714286,2.0357142857142856,0.2164716128392858,0.01805220782142856,2.886690752821429
Lira,UGA,2.4803149606299213,2.267716535433071,2.393700787401575,1.8253968253968254,2.129032258064516,0.03803055023622042,0.0005394526299212591,0.43156203250393804
Luweero,UGA,2.3157894736842106,1.868421052631579,1.5789473684210527,1.263157894736842,2.4210526315789473,0.08093636549999998,0.003554064342105264,3.5540643739210522
Masaka,UGA,2.015625,1.8125,1.7142857142857142,1.265625,2.2698412698412698,0.08681077912500003,0.003812020624999997,3.8120206591250048
Masindi,UGA,2.1944444444444446,1.6666666666666667,1.8055555555555556,1.6388888888888888,2.2285714285714286,0.0146436025,0.0009262854571428572,0.3604462312222222
Mayuge,UGA,2.28125,1.6875,1.65625,1.34375,2.25,0.023724917593750013,0.0008323058275862068,0.5789959589062499
Mbale,UGA,2.0,1.6329113924050633,1.794871794871795,1.2179487179487178,2.2467532467532467,0.007179874430379749,0.00103079825,0.1493619276835443
Mbarara,UGA,2.2596153846153846,1.6730769230769231,1.4271844660194175,0.9805825242718447,2.3846153846153846,0.009101601201923078,0.0005107259423076922,0.3258563967596153
Moyo,UGA,2.2777777777777777,2.111111111111111,2.0555555555555554,1.3529411764705883,2.0,0.0,0.0,0.0
Mpigi,UGA,2.4375,2.25,1.625,1.5,2.0625,0.08681077912500003,0.0038120206249999994,3.812020659124999
Mubende,UGA,2.375,2.0208333333333335,1.6595744680851063,1.3191489361702127,2.125,0.07854308587499996,0.0035223534042553182,3.4489710725416685
Mukono,UGA,2.265625,1.8125,1.375,1.1875,2.4603174603174605,0.06700797671874997,0.0031995064754098343,2.6856042433281266
Nakasongola,UGA,2.8,2.6,1.6,1.6,2.6,0.047351403599999994,0.0018513848,1.8296354412
Nebbi,UGA,2.2948717948717947,2.1153846153846154,1.9871794871794872,1.5974025974025974,2.141025641025641,0.0034400853846153845,4.8796641025641034e-05,0.03903730635897435
Ntungamo,UGA,2.3125,1.8125,1.28125,0.6875,2.625,0.0,0.0,0.0
Palisa,UGA,2.4375,2.2916666666666665,2.2291666666666665,1.5416666666666667,2.25,0.011121680750000001,0.0003021559583333331,0.1427092626875001
Rakai,UGA,2.0869565217391304,1.9130434782608696,1.391304347826087,0.8260869565217391,2.0869565217391304,0.060390107217391326,0.0026518404347826083,2.6518404585217383
Rukungiri,UGA,2.225,1.75,1.65,1.175,2.358974358974359,0.0,0.0,0.0
Sembabule,UGA,2.3125,1.75,1.625,0.9375,2.125,0.04412147143750001,0.0019277596875000003,1.916885008875
Sironko,UGA,1.5,1.0,1.0,1.125,2.25,0.0,0.0,0.0
Soroti,UGA,1.935483870967742,1.6451612903225807,1.8709677419354838,1.4193548387096775,1.8709677419354838,0.007279573193548387,0.00020438022580645163,0.18824359006451616
Tororo,UGA,2.3125,2.025,2.075,1.7125,2.1875,0.0444327651375,0.000925099217948718,0.41936157512499983
Wakiso,UGA,1.9583333333333333,1.4583333333333333,1.3958333333333333,1.0208333333333333,1.8936170212765957,0.0658279897708333,0.002914683808510639,2.8371961002708326
Yumbe,UGA,3.0,2.4,2.2,2.0,2.4,0.0,0.0,0.0
ABAQULUSI,ZAF,3.0,2.75,2.75,1.5,0.25,0.0,0.0,0.0
AGANANG,ZAF,2.75,2.25,1.5,1.5,2.5,0.0,0.0,0.0
AGANANY,ZAF,2.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0
ALFRED-NZO,ZAF,2.5,2.0,1.25,0.75,1.5,0.031834261499999995,0.00023650425000000002,0.47300827499999987
AMASHANGAAN,ZAF,2.5,1.5,1.0,1.0,2.0,0.0,,0.0
AMATOLE,ZAF,2.375,1.90625,1.6129032258064515,1.1612903225806452,1.5806451612903225,0.04244568200000002,0.00031533900000000004,0.6306776999999998
BA-PHALABORWA,ZAF,3.0,2.6666666666666665,2.3333333333333335,2.0,1.6666666666666667,0.0,0.0,0.0
BAKENBERG,ZAF,2.0,1.25,1.0,0.75,1.75,0.0,0.0,0.0
BAKENBURG,ZAF,2.0,0.5,0.25,0.5,1.5,0.0,0.0,0.0
BAKGAGA BA MPHAHLELE,ZAF,0.75,1.0,0.75,0.5,1.25,0.0,0.0,0.0
BELA-BELA,ZAF,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
BLOUBERG,ZAF,2.5,1.5,0.625,0.625,1.5,0.0,0.0,0.0
BO-PHALABORWA,ZAF,2.0,1.5,1.5,1.25,2.75,0.0,0.0,0.0
BRACKENHURST,ZAF,1.6666666666666667,2.0,2.6666666666666665,2.0,0.6666666666666666,0.0,0.0,0.0
BUFFALO CITY,ZAF,2.3333333333333335,1.75,1.8333333333333333,1.4166666666666667,1.7272727272727273,0.04244568199999999,0.00031533900000000004,0.6306776999999998
BUSHBUCKRIDGE,ZAF,1.894736842105263,1.263157894736842,1.105263157894737,0.9444444444444444,2.0,0.0,0.0,0.0
BUTTERWORTH,ZAF,3.0,1.5,1.75,0.75,0.25,0.042445682,0.00031533900000000004,0.6306776999999999
CACADU,ZAF,2.6842105263157894,2.4210526315789473,2.0,1.4210526315789473,0.875,0.0402116987368421,0.0002987422105263159,0.597484136842105
CAPE TOWN,ZAF,2.5714285714285716,1.619047619047619,1.619047619047619,1.3333333333333333,1.588235294117647,0.04244568199999999,0.00031533900000000004,0.6306776999999998
CITY COUNCIL OF KLERKSDORP,ZAF,2.4,1.8,2.3,1.8,2.0,0.021222841,0.00017518833333333335,0.31533884999999995
CITY OF JOHANNESBURG METRO,ZAF,1.4146341463414633,1.0740740740740742,1.0,0.7901234567901234,1.25,0.003105781609756097,2.556802702702703e-05,0.04614714878048779
CITY OF TSHWANE METRO,ZAF,1.8125,1.15625,1.4375,1.0,1.1,0.0013264275625,1.1262107142857144e-05,0.019708678124999997
COFIMVABA,ZAF,2.25,1.75,1.875,1.75,1.875,0.04244568199999999,0.00031533900000000004,0.6306776999999998
CRADDOCK,ZAF,2.6666666666666665,2.3333333333333335,1.6666666666666667,1.0,2.0,0.042445682000000005,0.00031533900000000004,0.6306776999999999
DANIELSKUIL,ZAF,3.0,2.0,1.0,1.0,2.0,0.042445682,0.00031533900000000004,0.6306776999999999
DIHLABENG,ZAF,1.8,1.6,1.8,1.6,1.4,0.0,0.0,0.0
DOUGLAS,ZAF,3.0,2.0,2.0,2.0,0.0,0.042445682,0.00031533900000000004,0.6306776999999999
DUMBE,ZAF,1.0,1.0,0.5,0.25,0.3333333333333333,0.0,0.0,0.0
EAST LONDON,ZAF,2.391304347826087,1.9130434782608696,1.8695652173913044,1.5217391304347827,1.2608695652173914,0.04244568199999999,0.0003153390000000002,0.6306776999999998
EDENDALE,ZAF,2.3333333333333335,1.5,1.25,0.75,0.6666666666666666,0.0,0.0,0.0
EKURHULENI,ZAF,2.142857142857143,1.4285714285714286,1.7142857142857142,1.4285714285714286,0.7142857142857143,0.012127337714285714,9.009685714285715e-05,0.18019362857142854
EKURHULENI METRO,ZAF,1.7638888888888888,1.356164383561644,1.3287671232876712,1.1388888888888888,0.9305555555555556,0.004070133890410959,3.2461367647058826e-05,0.06047594383561642
ELUNDINI,ZAF,2.625,2.375,2.25,1.875,2.25,0.04244568199999999,0.00031533900000000004,0.6306776999999998
EMALAHLENI,ZAF,2.25,1.75,1.875,1.5,1.5,0.04244568199999999,0.00031533900000000004,0.6306776999999998
EMFULENI,ZAF,1.8,1.6,1.2666666666666666,1.0666666666666667,0.3333333333333333,0.0028297121333333334,2.10226e-05,0.042045179999999995
ENDONDAKUSUKA,ZAF,1.75,1.25,1.0,1.25,0.5,0.0,0.0,0.0
ENGCOBO,ZAF,2.25,1.75,2.0,0.75,1.5,0.042445682,0.00031533900000000004,0.6306776999999999
ENHLAZENI,ZAF,2.5681818181818183,1.7045454545454546,1.7209302325581395,1.225,1.025,0.0,0.0,0.0
ENKANGALA,ZAF,2.441860465116279,2.0238095238095237,1.825,1.4324324324324325,1.3488372093023255,0.0,0.0,0.0
ETHEKWINI,ZAF,2.0980392156862746,1.5098039215686274,1.6862745098039216,1.196078431372549,1.7446808510638299,0.0,0.0,0.0
FAIRLEIGH,ZAF,1.0,1.0,1.5,1.5,2.5,0.0,0.0,0.0
FLORA PARK,ZAF,2.0,0.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.0
FRANSCHOEK,ZAF,1.5,1.5,1.5,1.0,1.0,0.042445682,0.00031533900000000004,0.6306776999999999
GA SELEPE,ZAF,1.5,1.0,0.75,0.5,0.75,0.0,0.0,0.0
GA-SEGONYANA,ZAF,3.0,0.0,1.0,1.0,0.0,0.042445682,0.00031533900000000004,0.6306776999999999
GERT SIBANDE,ZAF,2.2,1.45,1.5263157894736843,1.0,1.2105263157894737,0.0,0.0,0.0
GOVAN MBEKI,ZAF,2.6875,2.0,1.7333333333333334,1.6428571428571428,1.4375,0.0,0.0,0.0
GREATER GIYANI,ZAF,2.0,1.375,1.7142857142857142,1.1428571428571428,2.5,0.0,0.0,0.0
GREATER GROBLERSDAL,ZAF,2.5,1.0,1.5,0.75,1.75,0.0,0.0,0.0
GREATER KOKSTAD,ZAF,1.5,1.75,1.5,1.5,2.25,0.042445682,0.00031533900000000004,0.6306776999999999
GREATER LETABA,ZAF,1.75,1.5,0.75,1.0,1.25,0.0,0.0,0.0
GREATER TAUNG,ZAF,3.0,2.0,2.0,2.0,3.0,0.0,,0.0
GREATER TUBATSE,ZAF,2.3333333333333335,1.6666666666666667,1.0833333333333333,0.8333333333333334,2.1818181818181817,0.007074280333333333,5.7334363636363646e-05,0.10511294999999998
GREATER TZANEEN,ZAF,0.75,0.75,0.75,0.5,1.5,0.0,,0.0
GUGULETU,ZAF,3.0,1.0,2.0,1.0,0.0,0.042445682,0.00031533900000000004,0.6306776999999999
GUSI NGUBEZULU,ZAF,2.75,2.25,2.25,1.25,2.0,0.042445682,0.00031533900000000004,0.6306776999999999
HIBISCUS,ZAF,2.111111111111111,1.7777777777777777,2.0,2.0,1.7777777777777777,0.018864747555555554,0.0001401506666666667,0.2803012
HILLSIDE,ZAF,2.25,2.5,2.0,2.25,2.5,0.042445682,0.00031533900000000004,0.6306776999999999
HLABISA,ZAF,2.0,1.5,1.0,0.75,0.5,0.0,0.0,0.0
HLANGENI,ZAF,2.5,1.5,1.5,1.5,0.5,0.0,0.0,0.0
HLUBI,ZAF,2.25,2.0,1.5,1.0,0.25,0.0,0.0,0.0
HLUHLUWE,ZAF,0.75,0.75,0.75,0.75,1.5,0.0,0.0,0.0
INTSIKA YETHU,ZAF,2.5,1.75,1.5,1.25,2.75,0.042445682,0.00031533900000000004,0.6306776999999999
JAGERSFONTEIN,ZAF,2.0,1.5,1.5,2.25,1.0,0.0,0.0,0.0
KAMPHAMBO,ZAF,1.75,1.0,0.75,0.75,2.25,0.0,,0.0
KHAYALITSHA,ZAF,1.5,0.75,0.75,0.5,1.75,0.042445682,0.00031533900000000004,0.6306776999999999
KHAYELITSHA,ZAF,1.5,2.0,1.5,1.5,0.5,0.042445682,0.00031533900000000004,0.6306776999999999
KING SABATA DALINDYEBO,ZAF,2.25,1.5,1.75,0.5,0.75,0.042445682,0.00031533900000000004,0.6306776999999999
KING WILLIAMS TOWN,ZAF,2.6,1.4,0.8,0.6,0.4,0.042445682,0.00031533900000000004,0.6306776999999999
KINGWILLIAMSTOWN,ZAF,1.375,0.625,0.625,0.625,1.0,0.04244568199999999,0.00031533900000000004,0.6306776999999998
KNYSNA,ZAF,3.0,1.0,1.0,1.0,2.0,0.042445682,0.00031533900000000004,0.6306776999999999
KOKOSI,ZAF,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
KOUE BOKKEVELD,ZAF,3.0,2.0,1.0,,,0.042445682,0.00031533900000000004,0.6306776999999999
KRAAIFONTEIN,ZAF,2.25,1.5,1.75,1.25,1.6666666666666667,0.042445682,0.00031533900000000004,0.6306776999999999
KULTWANANG,ZAF,1.5,1.5,1.5,1.5,2.0,0.0,0.0,0.0
KUNGWINI,ZAF,2.25,1.75,1.25,0.75,1.5,0.0,0.0,0.0
KWADUKUZA,ZAF,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0
LADYSMITH,ZAF,2.25,1.5,1.125,0.42857142857142855,0.875,0.0,0.0,0.0
LEKWA,ZAF,2.2,1.7,1.7777777777777777,0.875,1.0,0.0,0.0,0.0
LEPELE-NKUMPI,ZAF,2.0,0.5,0.25,0.75,1.0,0.0,0.0,0.0
LETSEMENG,ZAF,2.0,2.0,1.5,1.5,2.5,0.021222841,0.00015766950000000002,0.31533884999999995
MADIBENG,ZAF,2.0,1.5,1.5,1.5,1.0,0.0,0.0,0.0
MAFIKENG,ZAF,2.75,2.25,2.0,1.5,0.75,0.042445682,0.00031533900000000004,0.6306776999999999
MAKHADO,ZAF,2.0,1.75,1.5,1.25,1.5,0.0,0.0,0.0
MALUTI A PHOFUNG,ZAF,2.4166666666666665,2.3333333333333335,2.0,2.0833333333333335,2.0833333333333335,0.0,0.0,0.0
MANDOSI,ZAF,1.25,1.25,1.0,1.0,1.75,0.0,0.0,0.0
MANGAUNG,ZAF,2.1481481481481484,1.2962962962962963,1.2592592592592593,1.2592592592592593,1.7037037037037037,0.007860311481481481,5.839611111111112e-05,0.11679216666666664
MANTSAPA,ZAF,1.0,0.5,0.75,0.75,0.75,0.0106114205,7.883475000000001e-05,0.15766942499999997
MAOKENG,ZAF,2.25,1.5,1.5,1.0,1.3333333333333333,0.0,0.0,0.0
MAPHUMULO,ZAF,2.0,1.25,1.0,0.5,1.0,0.0,0.0,0.0
MARULENG,ZAF,2.0,1.25,1.25,1.0,1.75,0.0,0.0,0.0
MASILANYANA,ZAF,2.6666666666666665,1.6666666666666667,2.0,1.0,2.6666666666666665,0.0,0.0,0.0
MATJHABENG,ZAF,2.375,2.125,2.125,2.0,1.875,0.0,0.0,0.0
MBIZANA,ZAF,2.0833333333333335,1.75,1.5833333333333333,1.3333333333333333,1.5,0.04244568199999999,0.00031533900000000004,0.6306776999999998
MBOMBELA,ZAF,2.75,1.5,1.25,1.0,1.25,0.0,0.0,0.0
MBONAMBI,ZAF,1.75,1.25,1.0,0.25,2.75,0.0,0.0,0.0
MERAFONG,ZAF,3.0,3.0,3.0,3.0,2.0,0.021222841,0.00031533900000000004,0.31533884999999995
METSIMAHOLO,ZAF,2.0,2.0,2.2,1.8,2.2,0.0084891364,6.306780000000001e-05,0.12613554
MHLATHUZE,ZAF,1.6666666666666667,1.0833333333333333,1.25,0.8333333333333334,1.0833333333333333,0.0,0.0,0.0
MHLONTLO,ZAF,2.125,2.0,1.75,1.125,1.875,0.04244568199999999,0.00031533900000000004,0.6306776999999998
MITCHELLS PLAIN,ZAF,2.3333333333333335,1.1666666666666667,1.3333333333333333,1.0,1.0,0.04244568199999999,0.00031533900000000004,0.6306776999999998
MODDER EAST,ZAF,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
MODJADJI,ZAF,1.375,0.875,0.7142857142857143,1.0,2.0,0.0,0.0,0.0
MODJAJI,ZAF,1.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0
MOGALAKWENA,ZAF,2.7777777777777777,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.375,0.0047161868888888885,3.9417375000000005e-05,0.0700753
MOGALE CITY,ZAF,2.5,2.0,2.0,2.0,2.0,0.021222841,0.00015766950000000002,0.31533884999999995
MOGAMBANENG,ZAF,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0
MOHLAREKOMA,ZAF,2.5,0.5,0.5,0.25,1.6666666666666667,0.0,0.0,0.0
MOHOKANE,ZAF,2.0,0.75,1.25,1.75,2.6666666666666665,0.0106114205,7.883475000000001e-05,0.15766942499999997
MOLETSI,ZAF,1.625,0.625,0.375,0.375,1.3333333333333333,0.0,0.0,0.0
MOLOPO,ZAF,2.0,1.0,2.0,1.0,0.0,0.042445682,0.00031533900000000004,0.6306776999999999
MONYAKENG,ZAF,2.25,2.25,2.25,2.25,1.5,0.0,0.0,0.0
MOOKGOPONG,ZAF,1.75,0.5,1.0,0.25,1.3333333333333333,0.0,0.0,0.0
MOPANI,ZAF,2.625,1.625,1.625,1.5714285714285714,1.125,0.0,0.0,0.0
MOQHAKA,ZAF,3.0,3.0,2.75,2.75,1.75,0.0,0.0,0.0
MORETELE,ZAF,2.5,1.0,1.0,1.0,2.0,0.021222841,0.00031533900000000004,0.31533884999999995
MOSSEL BAY,ZAF,3.0,1.0,1.0,1.0,1.0,0.042445682,0.00031533900000000004,0.6306776999999999
MPHATLALATSANE,ZAF,2.5,2.25,2.5,2.5,1.5,0.0,0.0,0.0
MSINGA,ZAF,3.0,2.5,2.3333333333333335,2.3333333333333335,0.5,0.0,0.0,0.0
MSUNDUZI,ZAF,2.4,1.1666666666666667,1.1666666666666667,1.0,0.6666666666666666,0.0,0.0,0.0
MTHONJANENI,ZAF,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
MULANGAPHUMA,ZAF,3.0,2.25,2.25,2.25,2.0,0.0,0.0,0.0
NALA KHOTSONG,ZAF,2.75,2.75,2.25,2.5,1.75,0.0106114205,7.883475000000001e-05,0.15766942499999997
NALEDI,ZAF,2.0,1.0,1.0,0.0,0.0,0.0,,0.0
NAMAHADI,ZAF,2.25,2.5,1.25,1.25,1.5,0.0,0.0,0.0
NDAKA,ZAF,2.25,1.75,1.5,0.25,1.0,0.0,0.0,0.0
NDWEDWE,ZAF,2.75,1.75,1.75,2.0,2.25,0.0,0.0,0.0
NELSON MANDELA,ZAF,2.4285714285714284,1.9285714285714286,1.7857142857142858,1.0,1.3333333333333333,0.03638201314285714,0.00027029057142857147,0.5405808857142855
NEWCASTLE,ZAF,1.8181818181818181,1.0,1.5454545454545454,0.5454545454545454,1.1,0.0,0.0,0.0
NGWATHE,ZAF,2.6666666666666665,2.6666666666666665,2.0,2.1666666666666665,1.8333333333333333,0.007074280333333333,5.2556500000000004e-05,0.10511294999999998
NIBELA,ZAF,2.0,0.75,1.0,1.0,1.25,0.0,0.0,0.0
NKANDLA,ZAF,2.5,1.5,2.0,0.3333333333333333,1.0,0.0,0.0,0.0
NKANGALA,ZAF,2.375,1.75,2.0,2.1666666666666665,1.125,0.0,0.0,0.0
NKETOANA,ZAF,2.75,1.75,2.75,2.0,1.75,0.0,0.0,0.0
NKONKOBE,ZAF,2.75,2.25,1.75,1.25,2.0,0.042445682,0.00031533900000000004,0.6306776999999999
NONGOMA,ZAF,2.0,1.75,1.0,0.75,1.0,0.0,0.0,0.0
NQUTHU,ZAF,1.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.0,0.0,0.0
NTABANKULU,ZAF,2.5,1.875,1.75,1.5,1.75,0.04244568199999999,0.00031533900000000004,0.6306776999999998
NTAMBANANA,ZAF,2.25,1.25,1.25,0.75,1.75,0.0,0.0,0.0
NTSHWANATSATSI,ZAF,2.25,1.25,1.5,1.75,1.75,0.0,0.0,0.0
NWAJAHENI,ZAF,1.0,1.25,0.75,1.75,2.25,0.0,0.0,0.0
NZUZA,ZAF,2.25,1.0,1.25,1.0,0.5,0.0,0.0,0.0
O R TAMBO,ZAF,2.2564102564102564,1.7179487179487178,1.435897435897436,1.0833333333333333,1.4473684210526316,0.04132869036842108,0.00030704060526315786,0.6140809184210524
OKHAHLAMBA,ZAF,2.75,2.0,1.5,1.25,0.0,0.0,0.0,0.0
OUDSHOORN,ZAF,2.3333333333333335,1.0,0.6666666666666666,0.0,1.0,0.042445682000000005,0.00031533900000000004,0.6306776999999999
PHAHAMENG,ZAF,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
PHOKWANE,ZAF,2.0,2.0,1.0,1.0,1.0,0.042445682,0.00031533900000000004,0.6306776999999999
PHOMOLONG,ZAF,2.5,2.0,1.75,2.0,2.6666666666666665,0.0,0.0,0.0
PHUMELELA,ZAF,2.5,2.0,2.5,2.5,1.75,0.0,0.0,0.0
PIETERMARITZBURG,ZAF,2.125,1.375,1.5,1.25,1.5,0.0,0.0,0.0
POLOKWANE,ZAF,2.75,1.4166666666666667,1.0,0.75,1.7272727272727273,0.0,0.0,0.0
PONGOLA,ZAF,2.5,1.5,0.5,0.75,0.25,0.0,0.0,0.0
PORT ELIZABETH,ZAF,2.8620689655172415,2.413793103448276,2.310344827586207,1.1724137931034482,1.4285714285714286,0.040813155769230766,0.00030321057692307707,0.6064208653846151
PORT ST JOHNS,ZAF,2.5,1.75,2.0,1.5,1.5,0.042445682,0.00031533900000000004,0.6306776999999999
POTCHEFSTROOM,ZAF,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
POTGIETERUS,ZAF,1.25,0.25,0.25,0.25,0.75,0.0,0.0,0.0
QAUKENI,ZAF,2.0,1.75,1.8333333333333333,1.3333333333333333,2.0,0.04244568199999999,0.00031533900000000004,0.6306776999999998
QUEENSTOWN,ZAF,2.1666666666666665,1.1666666666666667,0.6666666666666666,0.6666666666666666,2.0,0.04244568199999999,0.00031533900000000004,0.6306776999999998
RAMAKGOPA,ZAF,2.75,1.5,1.0,0.75,2.25,0.0,0.0,0.0
RANDFONTEIN,ZAF,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0
RICHMOND,ZAF,2.0,2.25,1.75,0.25,1.25,0.0,0.0,0.0
RUSTENBURG,ZAF,2.7777777777777777,1.8888888888888888,2.5555555555555554,1.2222222222222223,1.7,0.012733704600000001,0.00010511300000000002,0.18920330999999996
SALDANHA,ZAF,2.0,,2.0,2.0,0.0,,,
SEDIBENG,ZAF,1.625,1.1428571428571428,1.375,1.0,1.4285714285714286,0.00530571025,3.9417375000000005e-05,0.07883471249999999
SEME,ZAF,2.5,1.5,1.5,1.0,0.75,0.0,0.0,0.0
SENQU,ZAF,2.25,2.0833333333333335,2.0833333333333335,1.8333333333333333,2.0,0.024759981166666663,0.00018394775000000002,0.3678953249999999
SESHEGO,ZAF,1.0,0.25,0.5,0.25,1.75,0.0,0.0,0.0
SETSOTO,ZAF,1.5714285714285714,1.1428571428571428,1.5714285714285714,1.2857142857142858,2.142857142857143,0.0,0.0,0.0
SIYANCUMA,ZAF,2.6,2.6,2.6,2.2,2.5,0.025467409200000003,0.00018920340000000004,0.3784066199999999
SMN,ZAF,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.0,2.0,0.0,0.0,0.0
SOWETO,ZAF,2.0,1.75,1.0,0.875,1.1428571428571428,0.00530571025,3.9417375000000005e-05,0.07883471249999999
STANGER,ZAF,3.0,1.0,1.0,0.5,1.5,0.0,0.0,0.0
STERKSTROOM,ZAF,2.5,1.75,1.75,1.75,1.3333333333333333,0.042445682,0.00031533900000000004,0.6306776999999999
TEMBE,ZAF,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0
THABAZIMBI,ZAF,2.3333333333333335,2.0,2.0,1.0,2.0,0.0,0.0,0.0
THEKWINI,ZAF,2.0925925925925926,1.5925925925925926,1.5740740740740742,1.1296296296296295,1.6666666666666667,0.0016645365490196079,1.2366235294117648e-05,0.024732458823529407
THEMBISILE,ZAF,2.25,1.75,1.5,0.75,1.25,0.0,0.0,0.0
THENGWE,ZAF,2.25,0.5,1.5,0.75,1.5,0.0,0.0,0.0
TSWAING,ZAF,1.0,1.0,2.0,2.0,0.0,0.042445682,0.00031533900000000004,0.6306776999999999
TZANEEN,ZAF,1.9090909090909092,1.2727272727272727,1.1818181818181819,1.0909090909090908,1.4545454545454546,0.0,0.0,0.0
UBOMBO,ZAF,2.0,0.75,1.25,1.0,2.0,0.0,0.0,0.0
UGU,ZAF,1.25,1.25,1.25,0.25,1.0,0.0,0.0,0.0
UGU DISTRICT,ZAF,2.0,1.5,2.0,1.0,1.25,0.0,0.0,0.0
ULUNDI,ZAF,1.0,1.0,0.625,1.0,1.0,0.0,0.0,0.0
UMSHWATHI,ZAF,1.5,1.5,0.75,0.75,1.3333333333333333,0.0,0.0,0.0
UMUZIWABANTU,ZAF,2.75,1.75,2.25,1.75,0.75,0.0,0.0,0.0
UMVOTI,ZAF,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.0,0.0,0.0
